bion_id,Properties,property_type,property_of,Organism,value,min_value,max_value,Units,standardized_value,standardized_min,standardized_max,category,original_value,original_range
103209,Diameter of epidermal growth factor receptor/inhibitor complex,Diameter,epidermal growth factor receptor/inhibitor complex,Human Homo sapiens,6.168,,,nm,6.168e-09,,,Other,6.168,
103211,Diameter of tumor necrosis factor (TNF) receptor,Diameter,tumor necrosis factor (TNF) receptor,Human Homo sapiens,8.02,,,nm,8.02e-09,,,Other,8.02,
103212,Diameter of insulin receptor,Diameter,insulin receptor,Human Homo sapiens,6.51,,,nm,6.51e-09,,,Other,6.51,
103462,Length of eyeball (adult),Length,eyeball (adult),Human Homo sapiens,24.2,,,mm,0.0242,,,Other,24.2,
103463,Length of eyeball (newborn),Length,eyeball (newborn),Human Homo sapiens,16.5,,,mm,0.0165,,,Other,16.5,
103464,Diameter of eye lens,Diameter,eye lens,Human Homo sapiens,9.0,,,mm,0.009000000000000001,,,Other,9,
103565,Diameter of alveolar macrophage cell,Diameter,alveolar macrophage cell,Human Homo sapiens,21.2,,,µm,2.1199999999999997e-05,,,Cells,21.2,'±0.3 Table link - http://bionumbers.hms.harvard.edu/files/Interspecies%20comparison%20of%20alveolar%20macrophage%20size.pdf
103566,Volume of alveolar macrophage cell,Volume,alveolar macrophage cell,Human Homo sapiens,4990.0,,,µm^3,4.99e-15,,,Cells,4990,'±174 Table link - http://bionumbers.hms.harvard.edu/files/Interspecies%20comparison%20of%20alveolar%20macrophage%20size.pdf
103629,Diameter of tight junction channel,Diameter,tight junction channel,Human Homo sapiens,1.5,,,nm,1.5000000000000002e-09,,,Other,1.5,
103631,Length of one helix turn of tropocollagen,Length,one helix turn of tropocollagen,Human Homo sapiens,8.6,,,nm,8.600000000000001e-09,,,Other,8.6,
103718,Spread surface area of HeLa cell,Spread surface area,HeLa cell,Human Homo sapiens,1600.0,,,µm^2,1.6e-09,,,Cells,1600,'±500 table link - http://bionumbers.hms.harvard.edu/files/Cross%20section%20and%20volumeof%20HeLa%20cells.pdf
103788,HeLa cell radius,Radius,hela cell,Human Homo sapiens,10.5,,,µm,1.05e-05,,,Cells,10.5,'±2.2
103818,Mean 3' UTR length,Length,mean 3' utr,Human Homo sapiens,520.0,,,bp,520.0,,,Other,520,
103819,Mean 5' UTR length,Length,mean 5' utr,Human Homo sapiens,150.0,,,bp,150.0,,,Other,150,
103937,Cervical tumor volume,Volume,cervical tumor,Human Homo sapiens,61.5,,,cm^3,6.149999999999999e-05,,,Other,61.5,
104033,Dimensions of Insulin Growth Factor-I,Dimensions,Insulin Growth Factor-I,Human Homo sapiens,,,,nm,,,,Other,,'5.1X3.5X2.2
104267,Size of Promyelocytic leukemia (PML) bodies in HeLa cell nucleus,Size,Promyelocytic leukemia (PML) bodies in HeLa cell nucleus,Human Homo sapiens,1.2,,,µm,1.2e-06,,,Nuclei,1.2,'±0.07
104268,Size of Cajal bodies in HeLa cell nucleus,Size,Cajal bodies in HeLa cell nucleus,Human Homo sapiens,1.0,,,µm,1e-06,,,Nuclei,1,'±0.04
104271,Size of accessible chromatin space around subnuclear bodies in HeLa cell nucleus,Size,accessible chromatin space around subnuclear bodies in HeLa cell nucleus,Human Homo sapiens,0.3,,,µm,3e-07,,,DNA/RNA structures,0.3,
104317,"Average gene length, Chromosomal distribution and distribution of (TG-CA)n repeats in large gene families","Average gene length, Chromosomal distribution and distribution",(TG-CA)n repeats in large gene families,Human Homo sapiens,,,,,,,,Other,,'Table link - http://bionumbers.hms.harvard.edu/files/Distribution%20of%20(TG-CA)n%20repeats%20in%20large%20gene%20families.pdf
104318,Average gene length of collagen gene family,Average gene length,collagen gene family,Human Homo sapiens,132.83,,,kbp,132.83,,,Other,132.83,
104319,Average gene length of G protein coupled receptor gene family,Average gene length,G protein coupled receptor gene family,Human Homo sapiens,24.71,,,kbp,24.71,,,Small molecules & proteins,24.71,
104320,Average gene length of Potassium voltage gated channel gene family,Average gene length,Potassium voltage gated channel gene family,Human Homo sapiens,104.95,,,kbp,104.95,,,Other,104.95,
104335,Promoter length,Length,promoter,Human Homo sapiens,600.0,,,bp,600.0,,,Other,600,
104378,Diameter of late endosome in HeLa cell,Diameter,late endosome in HeLa cell,Human Homo sapiens,0.76,,,µm,7.599999999999999e-07,,,Cells,0.76,
104379,Cross section of Rab9-depleted late endosome in HeLa cell,Cross section,Rab9-depleted late endosome in HeLa cell,Human Homo sapiens,0.11,,,µm^2,1.1e-13,,,Cells,0.11,
104387,Diameter of Rab9-depleted late endosome in HeLa cell,Diameter,Rab9-depleted late endosome in HeLa cell,Human Homo sapiens,0.42,,,µm,4.1999999999999995e-07,,,Cells,0.42,
104388,Cross section of Rab9-depleted late endosome in HeLa cell,Cross section,Rab9-depleted late endosome in HeLa cell,Human Homo sapiens,0.11,,,um^2,1.1e-13,,,Cells,0.11,
104610,Diameter of phycoerythrin subunit liposome,Diameter,phycoerythrin subunit liposome,Human Homo sapiens,136.0,,,nm,1.36e-07,,,Other,136,
104614,Volume of HepG2 liver cancer cell,Volume,HepG2 liver cancer cell,Human Homo sapiens,2850.0,,,µm^3,2.85e-15,,,Cells,2850,
104669,Neutrophil cell diameter,Diameter,neutrophil cell,Human Homo sapiens,8.3,,,µm,8.3e-06,,,Cells,8.3,'±0.6 table link - http://tinyurl.com/yjehdxq
104715,Nuclear and intrachromosomal volume of HeLa cells uninfected and infected by herpes simplex virus,Nuclear and intrachromosomal volume,HeLa cells uninfected and infected by herpes simplex virus,Human Homo sapiens,,,,,,,,Nuclei,,'Table link - http://bionumbers.hms.harvard.edu/files/Nuclear%20and%20interchromosomal%20volumes.pdf
104716,HeLa cell nucleus volume,Volume,hela cell nucleus,Human Homo sapiens,690.0,,,µm^3,6.900000000000001e-16,,,Nuclei,690,
104895,Volume of arginine vasopressin synthesizing neuron in the hypothalamic supraoptic nucleus,Volume,arginine vasopressin synthesizing neuron in the hypothalamic supraoptic nucleus,Human Homo sapiens,3042.0,,,µm^3,3.042e-15,,,Nuclei,3042,'±491 table link - http://bionumbers.hms.harvard.edu/files/Mean%2B-SEM%20of%20cell%20size%20parameters%20in%20AVP%20(arginine%20vasopressin)%20neurons%20in%20different%20age%20groups%20in%20the%20SON%20(supraoptic%20nuclei).pdf
104901,Length of neuron from base of spine to big toe-longest cell in human body,Length,neuron from base of spine to big toe-longest cell in human body,Human Homo sapiens,,,,meter,,,,Cells,,'â¤1
104916,Mean length of protein on chromosomes 21 & 22,Mean length,protein on chromosomes 21 & 22,Human Homo sapiens,317.0,,,aa,317.0,,,Small molecules & proteins,317,'±43 table link - http://bionumbers.hms.harvard.edu/files/Numbers%20and%20mean%20lengths%20for%20proteins%20and%20pseudogenes%20in%20four%20eukaryotes.pdf
105114,Diameter of megakaryocyte,Diameter,megakaryocyte,Human Homo sapiens,19.4,,,µm,1.9399999999999997e-05,,,Other,19.4,'±3.0
105116,Volume of hemoglobin molecule,Volume,hemoglobin molecule,Human Homo sapiens,321.6,,,nm^3,3.2160000000000005e-25,,,Small molecules & proteins,321.6,
105336,Average gene size,Size,average gene,Human Homo sapiens,,,,bp,,,,Other,,"'~27,894"
105342,Dimensions of optic nerve head,Dimensions,optic nerve head,Human Homo sapiens,,,,,,,,Other,,'1.86mm×1.75mm
105654,Radius of diffusion channel of nuclear pore complex (NPC),Radius,diffusion channel of nuclear pore complex (NPC),Human Homo sapiens,2.6,,,nm,2.6e-09,,,Nuclei,2.6,
105879,Volume of HeLa cell,Volume,HeLa cell,Human Homo sapiens,3700.0,,,µm^3,3.7e-15,,,Cells,3700,"'±1,500 Table link - http://bionumbers.hms.harvard.edu/files/Cross%20section%20and%20volumeof%20HeLa%20cells.pdf"
105880,Spread surface area of HeLa cell nucleus,Spread surface area,HeLa cell nucleus,Human Homo sapiens,200.0,,,µm^2,2e-10,,,Nuclei,200,'±45
105910,Surface area of ER of Leydig (secretory) cells,Surface area,ER of Leydig (secretory) cells,Human Homo sapiens,30000.0,,,µm^2,3e-08,,,Cells,30000,
105995,Volume of nucleus of fibroblast,Volume,nucleus of fibroblast,Human Homo sapiens,500.0,,,µm^3,5e-16,,,Nuclei,500,
106076,Total volume of lysosomes per cell,Total volume,lysosomes per cell,Human Homo sapiens,,,,µm^3,,,,Cell organelles,,'Table link - http://bit.ly/eVKN1G
106078,Lysosome diameter in human mammary epithelial cell at pH 7.4,Lysosome diameter in human mammary epithelial cell at pH 7.4,,Human Homo sapiens,0.5,,,µm,5e-07,,,Cell organelles,0.5,
106177,Total surface area of endothelium in adult,Total surface area,endothelium in adult,Human Homo sapiens,1000.0,,,m^2,1000.0,,,Other,1000,
106178,Surface area of endothelial cell,Surface area,endothelial cell,Human Homo sapiens,,,,,,,,Cells,,'20µm × 50µm
106310,Increases in cell volume of interferon-treated fibroblasts,Increases in cell volume,interferon-treated fibroblasts,Human Homo sapiens,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Increases%20in%20Cell%20Volume%20of%20Interferon-treated%20Middle%20and%20High%20PDL%20fibroblasts.pdf
106320,Volume of neuron in fetus of different ages,Volume,neuron in fetus of different ages,Human Homo sapiens,,,,Î¼m^3,,,,Other,,'160.78 at 14 Weeks of Gestation: 422.04 at 5 months of gestation
106321,Volume of glia cell in fetus of different ages,Volume,glia cell in fetus of different ages,Human Homo sapiens,,,,Î¼m^3,,,,Cells,,'43.21 at 14 Weeks of Gestation: 123.47 at 5 months of gestation
106445,Median protein length,Length,median protein,Human Homo sapiens,375.0,,,Amino acids,375.0,,,Small molecules & proteins,375,'Table link - http://bionumbers.hms.harvard.edu/files/Median%20protein%20lengths%20in%20eukaryotic%2C%20bacterial%20and%20archaeal%20organisms.pdf
106589,Cell size parameters in AVP (arginine vasopressin) neurons in different age groups in the PVN (paraventricular nucleus),Cell size parameters in AVP (arginine vasopressin) neurons in different age groups in the PVN (paraventricular nucleus),,Human Homo sapiens,,,,,,,,Nuclei,,'Table link - http://bionumbers.hms.harvard.edu/files/Mean%2B-SEM%20of%20cell%20size%20parameters%20in%20AVP%20(arginine%20vasopressin)%20neurons%20in%20different%20age%20groups%20in%20the%20PVN%20(paraventricular%20nucleus).pdf
106591,Volume of human esophageal epithelial cells,Volume,human esophageal epithelial cells,Human Homo sapiens,1010.0,,,Î¼m^3,1.01e-15,,,Cells,1010,'±321 Table link - http://bionumbers.hms.harvard.edu/files/Descriptive%20statistics%20of%20selected%20features%20of%20human%20esophageal%20epithelial%20cells.pdf
106592,Volume of nucleus of human esophageal epithelial cells,Volume,nucleus of human esophageal epithelial cells,Human Homo sapiens,163.0,,,Î¼m^3,1.63e-16,,,Nuclei,163,'±51 Table link - http://bionumbers.hms.harvard.edu/files/Descriptive%20statistics%20of%20selected%20features%20of%20human%20esophageal%20epithelial%20cells.pdf
106593,Total nucleolar volume of human esophageal epithelial cells,Total nucleolar volume,human esophageal epithelial cells,Human Homo sapiens,4.22,,,Î¼m^3,4.22e-18,,,Cells,4.22,'±3.21 Table link - http://bionumbers.hms.harvard.edu/files/Descriptive%20statistics%20of%20selected%20features%20of%20human%20esophageal%20epithelial%20cells.pdf
106664,Cytoplasmic volume of HeLa cell,Cytoplasmic volume,HeLa cell,Human Homo sapiens,940.0,,,µm^3,9.4e-16,,,Cell organelles,940,'Table link - http://bionumbers.hms.harvard.edu/files/HeLa%20and%20COS7%20cell%20and%20nucleus'%20diameter%20and%20volume.pdf
106665,Nuclear volume of HeLa cell,Nuclear volume,HeLa cell,Human Homo sapiens,220.0,,,µm^3,2.2000000000000002e-16,,,Nuclei,220,'Table link - http://bionumbers.hms.harvard.edu/files/HeLa%20and%20COS7%20cell%20and%20nucleus'%20diameter%20and%20volume.pdf
106851,Dimensions of sperm cell modelled as cylinder,Dimensions,sperm cell modelled as cylinder,Human Homo sapiens,,,,Î¼m,,,,Cells,,'40.2 Î¼m length: 0.42 Î¼m radius
106852,Surface area and volume of spermatozoa,Surface area and volume,spermatozoa,Human Homo sapiens,,,,,,,,Other,,'106 Î¼m^2 surface area: 22.2 Î¼m^3 volume
106857,Mean diameter of occipital hair in Korean subjects,Mean diameter,occipital hair in Korean subjects,Human Homo sapiens,85.9,,,Î¼m,8.59e-05,,,Other,85.9,'±18.9
106858,Mean diameter of hair in subjects of Afro-ethinicity,Mean diameter,hair in subjects of Afro-ethinicity,Human Homo sapiens,122.0,,,Î¼m,0.000122,,,Other,122,'±16
106859,Mean diameter of hair in Turkish subjects,Mean diameter,hair in Turkish subjects,Human Homo sapiens,57.1,,,Î¼m,5.71e-05,,,Other,57.1,'±10.6
107092,Length of mitochondrial DNA,Length,mitochondrial DNA,Human Homo sapiens,16295.0,,,Bp,16295.0,,,DNA/RNA structures,16295,
107322,Surface area of the neocortex,Surface area,the neocortex,Human Homo sapiens,,,,cm^2,,,,Other,,"'~2,600"
107559,Size of k562 cells,Size,k562 cells,Human Homo sapiens,17.0,,,Î¼m,1.7e-05,,,Cells,17,'Table link - http://bionumbers.hms.harvard.edu/files/Summary%20of%20the%20Study%20of%20the%20Effect%20of%20the%20Pulsing%20History%20on%20Electroporation.pdf
107602,Surface area of red blood cell,Surface area,red blood cell,Human Homo sapiens,140.0,,,Î¼m^2,1.4e-10,,,Cells,140,
107668,Volume of fat cell,Volume,fat cell,Human Homo sapiens,,,,1000ÑÎ¼m^3,,,,Cells,,'469±61 omental: 660±66 subcutaneous
107808,Length of alpha-satellite,Length,alpha-satellite,Human Homo sapiens,,,,bp,,,,Other,,'~171
107879,Preferred nucleosome linker lengths for human cells,Preferred nucleosome linker lengths for human cells,,Human Homo sapiens,,,,nucleotides,,,,DNA/RNA structures,,'~10Ñn+7.5
108088,Volume of U2OS (human osteosarcoma U2OS cell line) cell,Volume,U2OS (human osteosarcoma U2OS cell line) cell,Human Homo sapiens,,,,Î¼m^3,,,,Cells,,"'~4,000"
108239,Red blood cell diameter,Diameter,red blood cell,Human Homo sapiens,7.7,,,µm,7.699999999999999e-06,,,Cells,7.7,'Database link - http://www.genomesize.com/cellsize
108240,Lymphocyte volume,Volume,lymphocyte,Human Homo sapiens,210.0,,,Î¼m^3,2.1e-16,,,Other,210,
108241,Neutrophil volume,Volume,neutrophil,Human Homo sapiens,320.0,,,Î¼m^3,3.2e-16,,,Other,320,'±37
108244,Volume of senescent human diploid fibroblast,Volume,senescent human diploid fibroblast,Human Homo sapiens,2260.0,,,µm^3,2.26e-15,,,Other,2260,'Table link - http://bionumbers.hms.harvard.edu/files/Cell%20population%20doubling%20time%20and%20modal%20cell%20volumes%20at%20different%20levels%20of%20in%20vitro%20passage.pdf
108245,Upper limit of volume of osteoblast-like cell (MG63),Upper limit,volume of osteoblast-like cell (MG63),Human Homo sapiens,,,,Î¼m^3,,,,Cells,,'70.5Ñ10^4
108246,Changes with age in dimensions of human foveolar cones,Changes with age in dimensions,human foveolar cones,Human Homo sapiens,,,,Î¼m,,,,Other,,'Table link - http://bionumbers.hms.harvard.edu/files/Changes%20with%20age%20in%20dimensions%20of%20human%20foveolar%20cones.pdf
108247,Dimensions of foveolar cone of middle-aged human,Dimensions,foveolar cone of middle-aged human,Human Homo sapiens,,,,Î¼m,,,,Other,,'2 width: >400 length
108287,Volume of average bacterium in feces,Volume,average bacterium in feces,Human Homo sapiens,1.0,,,Î¼m^3,1e-18,,,Other,1,
108870,Diameter of HeLa cells 3 days after seeding,Diameter,HeLa cells 3 days after seeding,Human Homo sapiens,,,,Î¼m,,,,Cells,,'~17.5 Figure - http://bionumbers.hms.harvard.edu/files/Distribution%20of%20cell%20diameter%20D%20(in%20%C2%B5m)%20of%20HeLa%20cells%20at%20different%20times%20from%20seeding.pdf
108871,Diameter of HeLa cells 5 days after seeding,Diameter,HeLa cells 5 days after seeding,Human Homo sapiens,,,,Î¼m,,,,Cells,,'~15.0 Figure link - http://bionumbers.hms.harvard.edu/files/Distribution%20of%20cell%20diameter%20D%20(in%20%C2%B5m)%20of%20HeLa%20cells%20at%20different%20times%20from%20seeding.pdf
108872,Diameter of HeLa cells 7 days after seeding,Diameter,HeLa cells 7 days after seeding,Human Homo sapiens,,,,Î¼m,,,,Cells,,'~13.0 Figure - http://bionumbers.hms.harvard.edu/files/Distribution%20of%20cell%20diameter%20D%20(in%20%C2%B5m)%20of%20HeLa%20cells%20at%20different%20times%20from%20seeding.pdf
108873,Diameter of HeLa cells 4 days after seeding,Diameter,HeLa cells 4 days after seeding,Human Homo sapiens,,,,Î¼m,,,,Cells,,'~15.0 Figure link - http://bionumbers.hms.harvard.edu/files/Distribution%20of%20cell%20diameter%20D%20(in%20%C2%B5m)%20of%20HeLa%20cells.pdf
108883,Diameter of adipose-derived stem cells,Diameter,adipose-derived stem cells,Human Homo sapiens,13.0,,,Î¼m,1.3e-05,,,Cells,13,
108887,Diameter of A431NS skin cell,Diameter,A431NS skin cell,Human Homo sapiens,15.5,,,Î¼m,1.55e-05,,,Cells,15.5,
108890,Diameter of COLO 205 colon cell,Diameter,COLO 205 colon cell,Human Homo sapiens,13.0,,,Î¼m,1.3e-05,,,Cells,13,
108892,Diameter of Aortic Smooth Muscle Cells (HASMC),Diameter,Aortic Smooth Muscle Cells (HASMC),Human Homo sapiens,20.0,,,Î¼m,1.9999999999999998e-05,,,Cells,20,
108893,Diameter of HEK-293 cell,Diameter,HEK-293 cell,Human Homo sapiens,13.0,,,Î¼m,1.3e-05,,,Cells,13,
108894,Diameter of epidermal keratinocytes neonatal (HEKn) cell,Diameter,epidermal keratinocytes neonatal (HEKn) cell,Human Homo sapiens,12.5,,,Î¼m,1.2499999999999999e-05,,,Cells,12.5,
108895,Diameter of HepG2/C3A (liver) cell,Diameter,HepG2/C3A (liver) cell,Human Homo sapiens,18.0,,,Î¼m,1.8e-05,,,Cells,18,
108896,Diameter of HL-60 (blood) cell,Diameter,HL-60 (blood) cell,Human Homo sapiens,10.0,,,Î¼m,9.999999999999999e-06,,,Cells,10,
108897,Diameter of Human Pulmonary Artery Endothelial (HPAEC) cell,Diameter,Human Pulmonary Artery Endothelial (HPAEC) cell,Human Homo sapiens,13.0,,,Î¼m,1.3e-05,,,Cells,13,
108898,Diameter of Human Pulmonary Artery Smooth Muscle Cells (HPASMC),Diameter,Human Pulmonary Artery Smooth Muscle Cells (HPASMC),Human Homo sapiens,20.0,,,Î¼m,1.9999999999999998e-05,,,Cells,20,
108899,Diameter of Human Umbilical Vein Endothelial Cells (HUVEC),Diameter,Human Umbilical Vein Endothelial Cells (HUVEC),Human Homo sapiens,17.0,,,Î¼m,1.7e-05,,,Cells,17,
108901,Diameter of Jurkat (blood) cell,Diameter,Jurkat (blood) cell,Human Homo sapiens,12.0,,,Î¼m,1.2e-05,,,Cells,12,
108902,Diameter of K-562 (bone marrow) cell,Diameter,K-562 (bone marrow) cell,Human Homo sapiens,14.0,,,Î¼m,1.4e-05,,,Cells,14,
108904,Diameter of MRC-5 lung cell,Diameter,MRC-5 lung cell,Human Homo sapiens,18.0,,,Î¼m,1.8e-05,,,Cells,18,
108919,Size of HepG2 (liver carcinoma) cell,Size,HepG2 (liver carcinoma) cell,Human Homo sapiens,12.0,,,Î¼m,1.2e-05,,,Cells,12,'Table link - http://bionumbers.hms.harvard.edu/files/Sizes%20of%20various%20cells.pdf
108920,Size of HT29 (colonic adenocarcinoma) cell,Size,HT29 (colonic adenocarcinoma) cell,Human Homo sapiens,11.0,,,Î¼m,1.1e-05,,,Cells,11,'Table link - http://bionumbers.hms.harvard.edu/files/Sizes%20of%20various%20cells.pdf
